Apartment_names,Spezialisierung 1,Spezialisierung 2,Spezialisierung 3,Klassifikation,Adresse,PLZ,Ort,Telefon,Email,Website,Source_Link
Hotel Krone Sarnen Sarnen,Businesshotel,Seminarhotel,Bikehotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Brünigstrasse 130,6060,Sarnen,+41416660909,info@krone-sarnen.ch,http://www.krone-sarnen.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-krone-sarnen
Hotel Krone Thun Thun,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Obere Hauptgasse 2,3600,Thun,+41332278888,info@krone-thun.ch,https://www.krone-thun.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-krone-thun
Hotel Krone Unterstrass Zürich,Businesshotel,Seminarhotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Schaffhauserstrasse 1,8006,Zürich,+41443605656,info@hotel-krone.ch,https://www.hotel-krone.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-krone-unterstrass
Hotel Kronenhof Schaffhausen,,,,N/A,Kirchhofplatz 7,8200,Schaffhausen,+41526357575,info@kronenhof.ch,https://www.kronenhof.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kronenhof
Hotel Kronenhof Zürich,,,,N/A,Wehntalerstrasse 551,8046,Zürich,+41432992030,info@hotel-kronenhof.ch,http://www.hotel-kronenhof.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kronenhof-1
Hotel Kronig Zermatt,,,,N/A,Schluhmattstrasse 141,3920,Zermatt,+41279673322,info@hotel-kronig-zermatt.ch,http://www.hotel-kronig-zermatt.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kronig
Hotel Krüzli Sedrun,,,,N/A,Via Alpsu 79,7188,Sedrun,+41819491106,info@kruezli.ch,http://www.kruezli.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kruezli
Hotel Kurhaus am Sarnersee Wilen (Sarnen),Medical Wellness,,,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Wilerstrasse 35,6062,Wilen,+41416667466,info@kurhaus.info,https://www.kurhaus.info/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-kurhaus-am-sarnersee
Hotel Kurhaus Grimmialp Schwenden im Diemtigtal,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Grimmialp 25,3757,Schwenden,+41336848000,info@kurhaus-grimmialp.ch,http://www.kurhaus-grimmialp.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kurhaus-grimmialp
Hotel Kurhaus Heiligkreuz Hasle LU,,,,N/A,Heiligkreuz 2,6166,Hasle,+41414842309,info@hotel-heiligkreuz.ch,http://www.kurhaus-heiligkreuz.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kurhaus-heiligkreuz
Hotel Kurhaus Seeblick Weggis,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Baumenweg 20,6353,Weggis,+41413920202,reservation@kurhaus-seeblick.ch,http://www.kurhaus-seeblick.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kurhaus-seeblick
Hotel Kurhaus Sennis Alp Berschis,,,,N/A,,8892,Berschis,+41817331229,sennis-alp@bluewin.ch,http://www.sennis-alp.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-kurhaus-sennis-alp
Hôtel L'Acacia Marly,,,,N/A,Route de la Gruyère 8,1723,Marly,+41264300700,acacia.hotel@bluewin.ch,http://www.hotel-acacia.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lacacia
Hôtel L'Escale Le Châble VS,Bikehotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Route de Verbier 22,1934,Le,+41277762707,info@restaurantlescale.ch,http://www.restaurantlescale.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lescale
Hôtel L'Étable Les Crosets,,,,N/A,10 chemin de Marcheusson,1873,Les,+41245656555,info@hotel-etable.ch,http://hotel-etable.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-letable
Hôtel L'Etoile Charmey (Gruyère),,,,N/A,Rue du Centre 21,1637,Charmey,+41269275050,info@etoile.ch,https://etoile.ch/fr/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-letoile
Hotel La Barca Blu Orselina,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via al Parco 2,6644,Orselina,+41917434760,hotel@barcablu.ch,http://www.barcablu.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-barca-blu
Hôtel La Barcarolle Prangins,Businesshotel,Seminarhotel,,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Route de Promenthoux 8,1197,Prangins,+41223657878,reservation@hotel-labarcarolle.ch,http://www.labarcarolle.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-barcarolle
Hôtel La Cambuse Les Collons,,,,N/A,Chemin de la Bourgeoisie 11,1988,Les,+41272811883,info@lacambuse.ch,https://www.lacambuse.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-cambuse
Hotel La Campagnola Vairano,Top Familienhotel,,,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Via Campagnola 12,6575,Vairano,+41917852500,mail@campagnola.ch,https://www.campagnola.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-campagnola
Hôtel La Caquerelle Asuel,,,,N/A,,2954,Asuel,+41324266656,lacaquerelle@bluewin.ch,http://www.lacaquerelle.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-caquerelle
Hôtel La Cascade Vernayaz,,,,N/A,Route Cantonale,1904,Vernayaz,+41277641427,infos@cascadepissevache.ch,http://www.cascadepissevache.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-cascade
Hotel La Cascata Augio,,,,N/A,Via Cantonale 1,6547,Augio,+41918281312,albergoristorante@lacascata.ch,http://www.lacascata.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-cascata
Hotel La Chaumière Neyruz FR,,,,N/A,Rte de Fribourg 17,1740,Neyruz,+41264771005,lachaumiereneyruz@bluewin.ch,http://lachaumiereneyruz.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-chaumiere
Hôtel la Chaux-d'Abel La Ferrière,,,,N/A,La Chaux-d'Abel 88,2333,La,+41329611152,infos@hotellachauxdabel.ch,http://www.hotellachauxdabel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-chaux-dabel
Hotel La Claustra Airolo,,,,N/A,Via San Gottardo,6780,Airolo,+41918805055,info@claustra.ch,http://www.claustra.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-claustra
Hotel La Collina Saas-Fee,,,,N/A,Hügelweg 1,3906,Saas-Fee,+41279581520,info@lacollina.ch,https://www.lacollina.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-collina
Hotel La Comanella Comano,,,,N/A,Via al Ballo 9/10,6949,Comano,+41919416571,info@hotel-la-comanella.ch,http://www.hotel-la-comanella.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-comanella
Hotel La Cruna Sedrun,Wanderhotel,Golfhotel,Ausgezeichnete Küche,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via Alpsu 65,7188,Sedrun,+41819204040,info@hotelcruna.ch,http://www.hotelcruna.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-cruna
Hôtel La Fleur de Lys Gruyères,Gasthof,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Rue du Bourg 14,1663,Gruyères,+41269218282,g.poulet@hotel-fleur-de-lys.ch,http://www.hotelfleurdelys.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-restaurant-la-fleur-de-lys
Hôtel la Fontaine St-Imier,,,,N/A,Rue Dr-Schwab 2,2610,St-Imier,+41329412956,contact@la-fontaine.com,http://www.la-fontaine.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-fontaine
Hôtel La Fougere St-Luc,,,,N/A,Route Principale 67,3961,St-Luc,+41274751176,info@hotelrestaurantlafougere.com,http://www.hotelrestaurantlafougere.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-fougere
Hotel La Gorge Saas-Fee,Unique,Boutique Hotel,,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Blomattenweg 2,3906,Saas-Fee,+41279581680,info@lagorge.ch,http://www.lagorge.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-apart-restaurant-la-gorge
Hôtel La Grotte Sierre,,,,N/A,Chemin du Grand Lac 4,3960,Sierre,+41274554646,N/A,http://www.lagorge.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-grotte
Hotel La Lagune Bouveret Bouveret,,,,N/A,Route de la Plage 1,1897,Bouveret,+41244824282,bouveret@la-lagune.info,http://www.la-lagune.info/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-lagune-bouveret
"Hotel la Meridiana, Lake & SPA Ascona",Businesshotel,Bikehotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Piazza Giuseppe Motta 61,6612,Ascona,+41917869090,info@meridiana.ch,https://www.meridiana.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-meridiana-lake-spa
Hotel La Pergola Bern,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Belpstrasse 43,3007,Bern,+41319414343,info@hotel-lapergola.ch,http://www.hotel-lapergola.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-pergola
Hotel La Perla Ascona,,,,N/A,Via Collina 14,6612,Ascona,+41917913577,hotel@laperla.ch,http://www.laperla.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-perla
Hotel La Perla S. Antonino,Businesshotel,Bikehotel,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via Cantonale 39,6592,S.,+41918502950,info@hotelperla.ch,http://www.hotelperla.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-perla-1
Hôtel La Pointe de Zinal Zinal,Bikehotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Rue des Cinq 4000 15,3961,Zinal,+41274751164,info@lapointedezinal.ch,https://www.lapointedezinal.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-pointe-de-zinal
Hôtel La Porte d'Octodure Martigny-Croix,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route du Grand-St-Bernard,1921,Martigny-Croix,+41277227121,contact@porte-octodure.ch,https://www.porte-octodure.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-porte-doctodure
Hôtel La Prairie Crans-Montana,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route de la Prairie 34,3963,Crans-Montana,+41274854141,prairie@bluewin.ch,http://www.prairie.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-prairie
Hôtel La Prairie Yverdon-les-Bains,Ausgezeichnete Küche,Seminarhotel,Bikehotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Avenue des Bains 9,1400,Yverdon-les-Bains,+41244233131,info@laprairiehotel.ch,https://www.laprairiehotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-prairie-restaurant-la-terrasse
Hôtel La Promenade Sierre,,,,N/A,Route de Sous-Géronde 41,3960,Sierre,+41274563404,info@hotelpromenade.ch,http://www.hotelpromenade.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-promenade
Hôtel La Renardière Villars-sur-Ollon,,,,N/A,Chemin des Layeux,1884,Villars-sur-Ollon,+41244952592,N/A,http://www.larenardiere.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-renardiere
Hotel La Réserve St. Niklaus VS,,,,N/A,Im Stock,3924,St.,+41279552255,info@la-reserve.ch,https://www.la-reserve.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-reserve
Hotel La Residenza Lugano,Apparthotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Piazza della Riscossa 16,6900,Lugano,+41919761719,info@laresidenza.eu,https://www.laresidenza.eu,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-residenza
Hotel La Rinascente Locarno,Ausgezeichnete Küche,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via Tazzino 3,6600,Locarno,+41917511331,info@larinascente.ch,http://www.hotel-rinascente.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-rinascente
Hotel La Romantica Le Prese,Wanderhotel,Ausgezeichnete Küche,,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Via Principale,7746,Le,+41818440383,welcome@laromantica.ch,http://www.laromantica.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-romantica
Hôtel La Rotonde Verbier,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Chemin de la Barmète 2,1936,Verbier,+41277716525,larotonde@kvhotels.com,https://www.kvhotels.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-rotonde
Hôtel La Tour d'Aï Leysin,,,,Klassiert als 2-Sterne Hotel durch HotellerieSuisse,Route des Ormonts 14,1854,Leysin,+41244932280,info@hoteltourdai.ch,http://www.hoteltourdai.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-tour-dai
Hotel La Tureta Giubiasco,Businesshotel,Seminarhotel,Bikehotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Piazza Grande 43,6512,Giubiasco,+41918574040,hotel@latureta.ch,http://www.latureta.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-tureta
Hôtel La Vallée Lourtier,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route de Mouvoisin 380,1948,Lourtier,+41277781175,info@vallee.ch,http://www.vallee.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-la-vallee
Hotel Laagers Samedan,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Plazzet 22,7503,Samedan,+41818525235,info@laagers.ch,http://laagers.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-laagers
Hotel Laaxerhof Laax GR 2,Wanderhotel,Businesshotel,Schneesporthotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Via Murschetg 35,7032,Laax,+41819208200,info@laaxerhof.ch,https://www.laaxerhof.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-laaxerhof
Hôtel Lacotel Avenches,Ausgezeichnete Küche,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route de Salavaux 2,1580,Avenches,+41266753444,lacotel@lacotel.ch,https://www.lacotel.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lacotel
Hotel Ladina Bergün/Bravuogn,,,,N/A,Legs-cha Zugr 3,7482,Bergün/Bravuogn,+41814071129,info@hotelladina.ch,http://www.hotelladina.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-ladina
Hotel Lagrev Maloja,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Isola 11,7516,Maloja,+41818243591,lagrev.isola@bluewin.ch,https://www.lagrev.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lagrev
Hotel Lake View Niederried b. Interlaken,,,,N/A,Hauptstrasse 32,3853,Niederried,+41338491444,info@hotellakeview.ch,http://www.hotellakeview.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lake-view
Hôtel LAKEVIEW Le Rivage Lutry,Seminarhotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Rue du Rivage 1,1095,Lutry,+41217967272,info@hotelrivagelutry.ch,https://www.rivagelutry.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lakeview-le-rivage
Hotel Landgasthaus Neues Bild Appenzell Eggerstanden,,,,N/A,Dorfstrasse 1,9050,Appenzell,+41717871303,info@neuesbild.ch,http://www.neuesbild.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthaus-neues-bild
Hotel Landgasthaus Rössli Diepoldsau,,,,N/A,Kugelgasse 45,9444,Diepoldsau,+41717331163,info@roessli-diepoldsau.ch,http://www.roessli-diepoldsau.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthaus-roessli
Hotel Landgasthof Aachbrüggli Erlen,Landgasthof,Ausgezeichnete Küche,Gasthof,N/A,Poststrasse 8,8586,Erlen,+41716482626,aachbrueggli@bluewin.ch,https://aachbrueggli.ch/n/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-aachbrueggli
Hotel Landgasthof Rothorn Schwanden (Sigriswil),,,,N/A,Schwandenstrasse 65,3657,Schwanden,+41332511186,info@rothorn-schwanden.ch,http://www.rothorn-schwanden.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-rothorn
Hotel Landgasthof Ruedihus Kandersteg,Wanderhotel,Historic Hotel,Landgasthof,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Hinder de Büele,3718,Kandersteg,+41336758182,info@doldenhorn.ch,http://www.doldenhorn-ruedihus.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-ruedihus
Hotel Landgasthof Schönbühl Urtenen-Schönbühl,Landgasthof,Ausgezeichnete Küche,Seminarhotel,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Alte Bernstrasse 11,3322,Urtenen-Schönbühl,+41318596969,info@gasthof-schoenbuehl.ch,https://www.gasthof-schoenbuehl.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-schoenbuehl
Hotel Landgasthof Staila Fuldera,Green Living,Wanderhotel,Ausgezeichnete Küche,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via Cumünala 27,7533,Fuldera,+41818585160,info@hotel-staila.ch,http://www.hotel-staila.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-staila
Hotel Landgasthof Sternen Buochs,,,,N/A,Ennetbürgerstrasse 5,6374,Buochs,+41416201141,info@sternen-buochs.ch,http://www.sternen-buochs.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-sternen
Hotel Landgasthof zum Zimmermann Jona,,,,N/A,St. Gallerstrasse 105,8645,Jona,+41552253737,info@hotelzimmermann.ch,http://www.hotelzimmermann.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landgasthof-zum-zimmermann
Hotel Landhaus Bern,,,,N/A,Altenbergstrasse 4,3013,Bern,+41313480305,hotel@albertfrida.ch,http://www.landhausbern.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landhaus
Hotel Landhaus Münster VS,Wanderhotel,Ausgezeichnete Küche,Schneesporthotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Furkastrasse 133,3985,Münster,+41279732273,info@landhaus-obergoms.ch,http://www.landhaus-obergoms.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landhaus-1
Hotel Landhaus Saanen,Schneesporthotel,Bikehotel,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Dorfstrasse 74,3792,Saanen,+41337484040,info@landhaus-saanen.ch,https://www.landhaus-saanen.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landhaus-2
Hotel Landhaus Adler Frutigen,,,,N/A,Dorfstrasse 16,3714,Frutigen,+41336711271,info@landhaus-adler.ch,https://www.landhaus-adler.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landhaus-adler
Hotel Landhaus Säntis Herisau,,,,N/A,Kasernenstrasse 29,9100,Herisau,+41713530100,info@hotel-saentis-herisau.ch,http://www.hotel-saentis-herisau.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landhaus-saentis
Hotel Landhus Zürich,,,,N/A,Katzenbachstrasse 10,8052,Zürich,+41443083400,info@landhus-zuerich.ch,http://www.landhus-zuerich.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-landhus
Hotel Languard St. Moritz,,,,N/A,Via Veglia 14,7500,St.,+41818333137,hotel@languard-stmoritz.ch,https://www.languard-stmoritz.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-languard
Hotel Lauberhorn Grindelwald,Wanderhotel,Schneesporthotel,Bikehotel,Klassiert als 2-Sterne Superior Hotel durch HotellerieSuisse,Obere Gletscherstrasse 41,3818,Grindelwald,+41338531082,info@hotel-lauberhorn.ch,https://www.hotel-lauberhorn.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lauberhorn-ag
Hotel Laudinella St. Moritz,Wanderhotel,Businesshotel,Kongresshotel,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Via Tegiatscha 17,7500,St.,+41818360000,info@laudinella.ch,http://www.laudinella.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-laudinella
Hotel Lavaux Cully,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Rte Cantonale,1096,Cully,+41217999393,info@hotellavaux.ch,https://www.hotellavaux.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-lavaux
Hôtel Le Baron Tavernier Puidoux,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Route de la Corniche 4,1070,Puidoux,+41219266000,info@barontavernier.ch,https://www.barontavernier.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-baron-tavernier
Hôtel Le Beau-Rivage Nyon,,,,N/A,Rue de Rive 49,1260,Nyon,+41223654141,info@beaurivagehotel.ch,,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-beau-rivage
Hôtel Le Beausite St-Luc,Wanderhotel,Bikehotel,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Route principale 27,3961,St-Luc,+41274751586,anniviers@lebeausite.ch,https://www.lebeausite.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-beausite
Hôtel Le Besso Zinal,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Rue des Cinq 4000 27,3961,Zinal,+41274753165,info@lebesso.com,https://www.le-besso.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-besso
Hôtel Le Cavalier Soyhières,,,,N/A,Route de France 22,2805,Soyhières,+41324223233,hotellecavalier@bluewin.ch,http://www.hotellecavalier.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-cavalier
Hôtel Le Cèdre Bex,,,,N/A,Avenue de la Gare 24,1880,Bex,+41244630111,cedre@hotel-cedre.ch,https://www.hotel-cedre.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-cedre
Hôtel Le Cénacle Genève,Seminarhotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Promenade Charles Martin 17,1208,Genève,+41227070830,info@cenacle.ch,https://www.cenacle.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-cenacle
Hôtel Le Chalet d'Adrien Verbier,Wellness & Spa,Ausgezeichnete Küche,Schneesporthotel,Klassiert als 5-Sterne Superior Hotel durch HotellerieSuisse,route des Creux 91,1936,Verbier,+41277716200,info@chalet-adrien.com,http://www.chalet-adrien.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-chalet-dadrien
Hotel Le Chamois Les Diablerets,,,,N/A,Route de Pillon 70,1865,Les,+41244920202,info@lechamois.ch,http://www.lechamois.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-chamois-swiss-quality
Hôtel Le Chasseur Orbe,,,,N/A,Rue Sainte Claire 2,1350,Orbe,+41244416780,info@hotel-au-chasseur.com,http://www.hotel-au-chasseur.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-chasseur
Hôtel Le Funi Cossonay-Ville,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Avenue du Funiculaire 11,1304,Cossonay-Ville,+41218636340,info@lefuni.ch,http://www.lefuni.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-funi
Hotel Le Grand Chalet Gstaad,Ausgezeichnete Küche,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Neueretstrasse 43,3780,Gstaad,+41337487676,hotel@grandchalet.ch,http://www.grandchalet.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-grand-chalet
Hôtel Le Grand Chalet Leysin,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Chemin de la Source 2,1854,Leysin,+41244930101,hotel@grand-chalet.ch,http://www.grand-chalet.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-grand-chalet-1
Hôtel Le Grand Chalet Favre St-Luc,Wanderhotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Place de l'Eglise,3961,St-Luc,+41274751128,info@grandchaletfavre.ch,http://www.grandchaletfavre.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-le-grand-chalet-favre
